Module, ID, Path
"Light & Spectra", "Stefan-Boltzmann Law", "outlines/light/stefan_boltzmann.jpg"
"Light & Spectra", "Rayleigh Scattering", "outlines/light/rayleigh.jpg"
"Light & Spectra", "Blackbody Curves and Wien's Law", "outlines/light/blackbody_wien.jpg"
"Light & Spectra", "Doppler Effect", "outlines/light/doppler.jpg"
"Light & Spectra", "The Nature of Light", "outlines/light/slide1.jpg"
"Light & Spectra", "Kirchhoff's Laws", "outlines/light/slide2.jpg"
"Light & Spectra", "Radiation Laws", "outlines/light/slide3.jpg"
"Light & Spectra", "Spectral Lines", "outlines/light/slide4.jpg"
"Light & Spectra", "Doppler Effect", "outlines/light/slide5.jpg"
"Telescopes and Astronomical Instruments", "Reflection", "outlines/telescopes/reflection.jpg"
"Telescopes and Astronomical Instruments", "Index of Refraction", "outlines/telescopes/refraction1.jpg"
"Telescopes and Astronomical Instruments", "Law of Refraction", "outlines/telescopes/refraction2.jpg"
"Telescopes and Astronomical Instruments", "Total Internal Reflection", "outlines/telescopes/refraction3.jpg"
"Telescopes and Astronomical Instruments", "Telescope Types", "outlines/telescopes/telescopes.jpg"
"Telescopes and Astronomical Instruments", "Chromatic Aberration", "outlines/telescopes/aberration_chromatic.jpg"
"Telescopes and Astronomical Instruments", "Spherical Aberration", "outlines/telescopes/aberration_spherical.jpg"
"Telescopes and Astronomical Instruments", "Light Gathering Power", "outlines/telescopes/light_gathering_power.jpg"
"Telescopes and Astronomical Instruments", "Magnification", "outlines/telescopes/magnification.jpg"
"Telescopes and Astronomical Instruments", "Resolution", "outlines/telescopes/resolution.jpg"
"Sun and Solar Energy", "Sun Structure", "outlines/sunsolarenergy/sun_structure.jpg"
"Sun and Solar Energy", "Carbon-Nitrogen-Oxygen Cycle", "outlines/sunsolarenergy/CNO_cycle.jpg"
"Sun and Solar Energy", "Proton-Proton Chain", "outlines/sunsolarenergy/pp_chain.jpg"
"Sun and Solar Energy", "Heat Transfer: Conduction", "outlines/sunsolarenergy/ht_conduction.jpg"
"Sun and Solar Energy", "Heat Transfer: Convection", "outlines/sunsolarenergy/ht_convection.jpg"
"Sun and Solar Energy", "Heat Transfer: Radiation", "outlines/sunsolarenergy/ht_radiation.jpg"
"Sun and Solar Energy", "Magnetic Force", "outlines/sunsolarenergy/mag_force.jpg"
"Sun and Solar Energy", "Ideal Gas Law", "outlines/sunsolarenergy/ideal_gas.jpg"
"Sun and Solar Energy", "Fusion and the Coulomb  Barrier", "outlines/sunsolarenergy/fusion.jpg"
"Stellar Properties", "Luminosity Class", "outlines/stellarprops/luminosity_class.jpg"
"Stellar Properties", "Flux (or Intensity)", "outlines/stellarprops/slide1.jpg"
"Stellar Properties", "Apparent Magnitude", "outlines/stellarprops/slide2.jpg"
"Stellar Properties", "Intensity and Magnitude", "outlines/stellarprops/slide3.jpg"
"Stellar Properties", "Absolute Magnitude", "outlines/stellarprops/slide4.jpg"
"Stellar Properties", "Distance Modulus", "outlines/stellarprops/slide5.jpg"
"Stellar Properties", "Parallax", "outlines/stellarprops/slide6.jpg"
"Stellar Properties", "Stellar Velocity", "outlines/stellarprops/slide7.jpg"
"Stellar Properties", "Luminosity", "outlines/stellarprops/slide8.jpg"
"Stellar Properties", "Spectroscopic Parallax", "outlines/stellarprops/slide9.jpg"
"Stellar Properties 2", "The Hertzsprung-Russell Diagram", "outlines/stellarprops2/hr_diagram1.jpg"
"Stellar Properties 2", "Star Mass and Size in the HR Diagram", "outlines/stellarprops2/hr_diagram2.jpg"
"Stellar Properties 2", "Parallax and Distance", "outlines/stellarprops2/parallax.jpg"
"Stellar Properties 2", "Spectroscopic Parallax", "outlines/stellarprops2/spectro_parallax.jpg"
"Stellar Properties 2", "Mass-Luminosity Relation", "outlines/stellarprops2/mass_luminosity.jpg"
"Binary and Variable Stars", "Types of Binary Systems", "outlines/binaryvariablestars/binary_types.jpg"
"Binary and Variable Stars", "Differential Photometry", "outlines/binaryvariablestars/diff_phot.jpg"
"Binary and Variable Stars", "Types of Variable Stars", "outlines/binaryvariablestars/variable_types.jpg"
"Stellar Evolution", "The Hertzsprung-Russell Diagram", "outlines/stellarprops2/hr_diagram1.jpg"
"Stellar Evolution", "Star Mass and Size in the HR Diagram", "outlines/stellarprops2/hr_diagram2.jpg"
"Stellar Evolution", "Types of Supernovae", "outlines/stellarevolution/supernovae.jpg"
"Stellar Evolution", "Pulsars", "outlines/stellarevolution/pulsars.jpg"
"Stellar Evolution", "The Schwarzschild Radius", "outlines/stellarevolution/schwarzschild.jpg"
"Stellar Evolution", "Evolution of a Star", "outlines/stellarevolution/stellar_evol.png"
"Stellar Evolution", "Main Sequence Star Lifetimes", "outlines/stellarevolution/MS_lifetime.jpg"
"Milky Way Galaxy", "Galaxy Rotation", "outlines/milkyway/galaxy_rotation.jpg"
"Galaxies", "Quasars", "outlines/galaxies/quasars.jpg"
"Galaxies", "Galaxy Rotation", "outlines/milkyway/galaxy_rotation.jpg"
"Galaxies", "Orbital Velocity Law", "outlines/galaxies/galactic_orbits.jpg"
"Galaxies", "Types of Galaxies", "outlines/galaxies/galaxy_types.jpg"
"Cosmology", "Fate of the Universe", "outlines/cosmology/universe_fate.jpg"
"Cosmology", "Hubble Tuning Fork Diagram", "outlines/cosmology/tuning_fork.jpg"
"Cosmology", "Hubble's Law", "outlines/cosmology/hubble_law.jpg"
"Cosmology", "Dark Matter and Dark Energy", "outlines/cosmology/dark_matter_energy.jpg"
"Cosmology", "Cosmic Distance Ladder, Part 1", "outlines/cosmology/distance_ladder1.jpg"
"Cosmology", "Cosmic Distance Ladder, Part 2", "outlines/cosmology/distance_ladder2.jpg"
"Solar System Characteristics", "Types of Solar System Planets", "outlines/solar/planet_types.jpg"
"Solar System Characteristics", "Impact Cratering", "outlines/solar/cratering.jpg"
"Solar System Characteristics", "Radioactivity, Part 1", "outlines/solar/radioactivity1.jpg"
"Solar System Characteristics", "Radioactivity, Part 2", "outlines/solar/radioactivity2.jpg"
"Solar System Characteristics", "Formation of the Solar System, Part 1", "outlines/solar/ss_formation1.jpg"
"Solar System Characteristics", "Formation of the Solar System, Part 2", "outlines/solar/ss_formation2.jpg"
"ExtraSolar Planets", "Planet Hunting Techniques", "outlines/extrasolarplanets/planet_hunting.jpg"
"Terrestrial Planets", "Atmospheric Retention, Part 1", "outlines/terrplanets/atmo_reten1.jpg"
"Terrestrial Planets", "Atmospheric Retention, Part 2", "outlines/terrplanets/atmo_reten2.jpg"
"Solar System Debris", "Types of Solar System Debris", "outlines/solarsystemdebris/ss_debris.jpg"
"Light and Spectra Concepts Inventory", "The Nature of Light", "outlines/light/slide1.jpg"
"Light and Spectra Concepts Inventory", "Kirchhoff's Laws", "outlines/light/slide2.jpg"
"Light and Spectra Concepts Inventory", "Radiation Laws", "outlines/light/slide3.jpg"
"Light and Spectra Concepts Inventory", "Spectral Lines", "outlines/light/slide4.jpg"
"Light and Spectra Concepts Inventory", "Doppler Effect", "outlines/light/slide5.jpg"
