Module, ID, Path
"Coordinates and Motions", "Azimuth and Altitude", "questions/coordsmotion/ca_coordsmotion_azimuthaltitude.swf"
"Coordinates and Motions", "Boat Azimuth", "questions/coordsmotion/ca_coordsmotion_boatazimuth.swf"
"Coordinates and Motions", "Altitude of the Pole", "questions/coordsmotion/ca_coordsmotion_altpole.swf"
"Coordinates and Motions", "Declination Ranges", "questions/coordsmotion/ca_coordsmotion_decranges.swf"
"Coordinates and Motions", "Meridional Altitude for the Sun", "questions/coordsmotion/ca_coordsmotion_mrdaltsun.swf"
"Coordinates and Motions", "Meridional Altitude for Stars", "questions/coordsmotion/ca_coordsmotion_mrdaltstars.swf"
"Coordinates and Motions", "Star Trails", "questions/coordsmotion/ca_coordsmotion_startrails.swf"
"Coordinates and Motions", "Star Trails Images", "questions/coordsmotion/ca_coordsmotion_startrails2.swf"
"Coordinates and Motions", "Star Paths: Declination Given", "questions/coordsmotion/ca_coordsmotion_starpathsdec.swf"
"Coordinates and Motions", "Star Paths: Latitude Given", "questions/coordsmotion/ca_coordsmotion_starpathslat.swf"
"Coordinates and Motions", "Flat Map Dates", "questions/coordsmotion/ca_coordsmotion_flatmapdates.swf"
"Coordinates and Motions", "Sun Rise/Set After Equinox", "questions/coordsmotion/ca_coordsmotion_sunrisesetequinox.swf"
"Coordinates and Motions", "Sun Shadow", "questions/coordsmotion/ca_coordsmotion_sunshadow.swf"
"Coordinates and Motions", "Seasons at the Union", "questions/coordsmotion/ca_coordsmotion_unionseasons.swf"
"Coordinates and Motions", "Sun at the Zenith", "questions/coordsmotion/ca_coordsmotion_sunzenithloc.swf"
"Coordinates and Motions", "Sun Paths 1", "questions/coordsmotion/ca_coordsmotion_sunpaths1.swf"
"Coordinates and Motions", "Sun Paths 2", "questions/coordsmotion/ca_coordsmotion_sunpaths2.swf"
"Coordinates and Motions", "Flat Map Hours", "questions/coordsmotion/ca_coordsmotion_flatmaphours.swf"
"Coordinates and Motions", "North Point and Zenith", "questions/coordsmotion/ca_coordsmotion_northpointzenith.swf"
"Coordinates and Motions", "Average Daylight", "questions/coordsmotion/ca_coordsmotion_averagedaylight.swf"
"Coordinates and Motions", "Location Identification", "questions/coordsmotion/ca_coordsmotion_locationidentify.swf"
"Coordinates and Motions", "Antipodes", "questions/coordsmotion/ca_coordsmotion_antipodes.swf"
"Coordinates and Motions", "Rise and Set of Stars", "questions/coordsmotion/ca_coordsmotion_risesetstars.swf"
"Coordinates and Motions", "Seasons on Uranus", "questions/coordsmotion/ca_coordsmotion_uranus.swf"
"Coordinates and Motions", "Missing Day", "questions/coordsmotion/ca_coordsmotion_missingday.swf"
"Coordinates and Motions", "Antipodal Algorithm", "questions/coordsmotion/ca_coordsmotion_antipodalalgorithm.swf"
"Coordinates and Motions", "Passive Solar Heating", "questions/coordsmotion/ca_coordsmotion_passivesolarheating.swf"
"Coordinates and Motions", "Sun Glare", "questions/coordsmotion/ca_coordsmotion_sunglare.swf"
"Lunar Cycles", "Sun and Full Moon", "questions/lunarcycles/ca_lunarcycles_sunmoon.swf"
"Lunar Cycles", "Limb of the Moon", "questions/lunarcycles/ca_lunarcycles_limbmoon.swf"
"Lunar Cycles", "Identify Phase from Picture", "questions/lunarcycles/ca_lunarcycles_idphase.swf"
"Lunar Cycles", "Phases of a Tree Trunk", "questions/lunarcycles/ca_lunarcycles_treephases.swf"
"Lunar Cycles", "Identify Lunar Position from Phase", "questions/lunarcycles/ca_lunarcycles_idlunarpos.swf"
"Lunar Cycles", "Phases of the Ecliptic", "questions/lunarcycles/ca_lunarcycles_eclipticphases.swf"
"Lunar Cycles", "Phases, Eclipses and Tides", "questions/lunarcycles/ca_lunarcycles_phaseseclipsestides.swf"
"Lunar Cycles", "Phase Evolution", "questions/lunarcycles/ca_lunarcycles_phaseevolution.swf"
"Lunar Cycles", "Time Intervals Between Phases", "questions/lunarcycles/ca_lunarcycles_timebtwphases.swf"
"Lunar Cycles", "Rising/Meridian/Setting Times", "questions/lunarcycles/ca_lunarcycles_risemeridiansettimes.swf"
"Lunar Cycles", "Lunar Periods", "questions/lunarcycles/ca_lunarcycles_lunarperiods.swf"
"Lunar Cycles", "Types of Lunar Eclipses", "questions/lunarcycles/ca_lunarcycles_eclipsetypes.swf"
"Lunar Cycles", "Frequency of Eclipses", "questions/lunarcycles/ca_lunarcycles_eclipsefreq.swf"
"Lunar Cycles", "Synchronous Rotation", "questions/lunarcycles/ca_lunarcycles_syncrot.swf"
"Lunar Cycles", "Horizon Diagram: Identify Phase", "questions/lunarcycles/ca_lunarcycles_horzdiagidphase.swf"
"Lunar Cycles", "Horizon Diagram: Identify Time", "questions/lunarcycles/ca_lunarcycles_horzdiagidtime.swf"
"Lunar Cycles", "Location of the Moon", "questions/lunarcycles/ca_lunarcycles_moonlocation.swf"
"Lunar Cycles", "Altitude of the Moon", "questions/lunarcycles/ca_lunarcycles_moonaltitude.swf"
"Lunar Cycles", "Earthrise on the Moon", "questions/lunarcycles/ca_lunarcycles_earthrise.swf"
"Lunar Cycles", "Location of the Crescent Moon", "questions/lunarcycles/ca_lunarcycles_crescentmoonloc.swf"
"Lunar Cycles", "Earth's Speed Changes", "questions/lunarcycles/ca_lunarcycles_earthspeedchanges.swf"
"Lunar Cycles", "Earth Phases", "questions/lunarcycles/ca_lunarcycles_earthphases.swf"
"Lunar Cycles", "Phases Visible", "questions/lunarcycles/ca_lunarcycles_phasesvisible.swf"
"Lunar Cycles", "Length of Night", "questions/lunarcycles/ca_lunarcycles_lengthofnight.swf"
"Lunar Cycles", "Moon's Plane is Perpendicular", "questions/lunarcycles/ca_lunarcycles_moonplane.swf"
"Lunar Cycles", "Phases from the North Pole", "questions/lunarcycles/ca_lunarcycles_npolephases.swf"
"Lunar Cycles", "Tides in the Future", "questions/lunarcycles/ca_lunarcycles_futuretides.swf"
"Renaissance Astronomy", "Realistic Animation?", "questions/renaissance/ca_renaissance_isanimationrealistic.swf"
"Renaissance Astronomy", "Eccentricity of Shapes", "questions/renaissance/ca_renaissance_eccentricityshapes.swf"
"Renaissance Astronomy", "Kepler's 2nd Law", "questions/renaissance/ca_renaissance_kepler2nd.swf"
"Renaissance Astronomy", "Table: Kepler's 3rd Law", "questions/renaissance/ca_renaissance_kepler3rd.swf"
"Renaissance Astronomy", "Synodic/Sidereal Periods 1", "questions/renaissance/ca_renaissance_idperiod.swf"
"Renaissance Astronomy", "Mars Elongation", "questions/renaissance/ca_renaissance_marselongation.swf"
"Renaissance Astronomy", "Elongation Values", "questions/renaissance/ca_renaissance_elongationangles.swf"
"Renaissance Astronomy", "Elongation Terminology", "questions/renaissance/ca_renaissance_elongationnames.swf"
"Renaissance Astronomy", "Phases of Venus - Copernican", "questions/renaissance/ca_renaissance_venusphasescopernican.swf"
"Renaissance Astronomy", "Phases of Venus - Ptolemaic", "questions/renaissance/ca_renaissance_venusphasesptolemaic.swf"
"Renaissance Astronomy", "Perihelion/Aphelion Distance", "questions/renaissance/ca_renaissance_perihelionaphelion.swf"
"Renaissance Astronomy", "Applying Newton's Laws 1", "questions/renaissance/ca_renaissance_rock.swf"
"Renaissance Astronomy", "Gravity Fundamentals", "questions/renaissance/ca_renaissance_gravityfundamentals.swf"
"Renaissance Astronomy", "Gravity Direction", "questions/renaissance/ca_renaissance_gravitydirection.swf"
"Renaissance Astronomy", "Animations of Orbits", "questions/renaissance/ca_renaissance_realisticorbit.swf"
"Renaissance Astronomy", "Gravity Formula", "questions/renaissance/ca_renaissance_gravityformula.swf"
"Renaissance Astronomy", "Gravity Calculations 1", "questions/renaissance/ca_renaissance_gravitycalcs1.swf"
"Renaissance Astronomy", "Gravity Calculations 2", "questions/renaissance/ca_renaissance_gravitycalcs2.swf"
"Renaissance Astronomy", "Gravity Calculations 3", "questions/renaissance/ca_renaissance_gravitycalcs3.swf"
"Renaissance Astronomy", "Gravity Calculations 4", "questions/renaissance/ca_renaissance_gravity.swf"
"Renaissance Astronomy", "Earth Force vs. Sun Force", "questions/renaissance/ca_renaissance_earthsunforce.swf"
"Renaissance Astronomy", "Spaceship to the Moon", "questions/renaissance/ca_renaissance_spaceship.swf"
"Renaissance Astronomy", "Satellite Orbits", "questions/renaissance/ca_renaissance_satelliteorbits.swf"
"Renaissance Astronomy", "Forces and Motion", "questions/renaissance/ca_renaissance_forcesmotion.swf"
"Renaissance Astronomy", "Graph: Orbital Velocities", "questions/renaissance/ca_renaissance_orbitalveldistancegraph.swf"
"Renaissance Astronomy", "Graph: Kepler's 3rd Law", "questions/renaissance/ca_renaissance_kepler3rdgraphs.swf"
"Renaissance Astronomy", "Graph: Synodic Periods", "questions/renaissance/ca_renaissance_synodicperiodgraph.swf"
"Renaissance Astronomy", "Synodic/Sidereal Periods 2", "questions/renaissance/ca_renaissance_synsidperiods.swf"
"Renaissance Astronomy", "Orbital Parameters (Sedna)", "questions/renaissance/ca_renaissance_sedna.swf"
"Renaissance Astronomy", "Spider on a Clock", "questions/renaissance/ca_renaissance_spiderclock.swf"
"Renaissance Astronomy", "Goat in a Field", "questions/renaissance/ca_renaissance_goatfield.swf"
"Renaissance Astronomy", "Kepler's 2nd and 3rd Laws", "questions/renaissance/ca_renaissance_asteroidtime.swf"
"Renaissance Astronomy", "Constructing An Ellipse", "questions/renaissance/ca_renaissance_makinganellipse.swf"
"Renaissance Astronomy", "Planetary Motion", "questions/renaissance/ca_renaissance_planetmotionwrtstars.swf"
"Renaissance Astronomy", "Orbital Velocity Formula", "questions/renaissance/ca_renaissance_orbvelformula.swf"
"Renaissance Astronomy", "Semi-Minor Axis", "questions/renaissance/ca_renaissance_semiminoraxis.swf"
"Renaissance Astronomy", "Venusian Elongation", "questions/renaissance/ca_renaissance_venusianelongation.swf"
"Renaissance Astronomy", "Orbit of Asteroid 1991VG", "questions/renaissance/ca_renaissance_asteroid.swf"
"Renaissance Astronomy", "Direction of Rainfall", "questions/renaissance/ca_renaissance_rain.swf"
"Renaissance Astronomy", "Applying Newton's Laws 2", "questions/renaissance/ca_renaissance_newtonslaws.swf"
"Light & Spectra", "Potassium Flares", "questions/light/ca_light_potassiumflares.swf"
"Light & Spectra", "Space Lasers", "questions/light/ca_light_spacelasers.swf"
"Light & Spectra", "Properties of Waves", "questions/light/ca_light_waveproperties.swf"
"Light & Spectra", "Sizes of Wavelengths", "questions/light/ca_light_wavelengthsizes.swf"
"Light & Spectra", "EM Spectrum Parameters", "questions/light/ca_light_emparams.swf"
"Light & Spectra", "Number Line: EM Spectrum", "questions/light/ca_light_numline.swf"
"Light & Spectra", "Photon Speeds", "questions/light/ca_light_photonspeeds.swf"
"Light & Spectra", "Electron Transitions", "questions/light/ca_light_transdescriptions.swf"
"Light & Spectra", "Permitted Electron Orbits #1", "questions/light/ca_light_permittedorbits1.swf"
"Light & Spectra", "Permitted Electron Orbits #2", "questions/light/ca_light_permittedorbits2.swf"
"Light & Spectra", "H Energy Level Transitions", "questions/light/ca_light_hydrogentransitions.swf"
"Light & Spectra", "Ranking Electron Transitions", "questions/light/ca_light_transranking.swf"
"Light & Spectra", "Misc Doppler Shift", "questions/light/ca_light_dopplershift.swf"
"Light & Spectra", "Hydrogen Doppler Shift", "questions/light/ca_light_hdopplershift.swf"
"Light & Spectra", "Racetrack Radar", "questions/light/ca_light_racetrackradar.swf"
"Light & Spectra", "Spaceship Doppler Shifts", "questions/light/ca_light_spaceshipshifts.swf"
"Light & Spectra", "Blackbody Curve Units", "questions/light/ca_light_bbunits.swf"
"Light & Spectra", "Blackbody Curve Laws", "questions/light/ca_light_areaunderbbc.swf"
"Light & Spectra", "Blackbody Curve Colors", "questions/light/ca_light_blackbodycolors.swf"
"Light & Spectra", "Blackbody Curve Temperatures", "questions/light/ca_light_blackbodytemperatures.swf"
"Light & Spectra", "Distant Star Light", "questions/light/ca_light_distantstarlight.swf"
"Light & Spectra", "Flux Fraction 1", "questions/light/ca_light_fluxfraction.swf"
"Light & Spectra", "Flux Fraction 2", "questions/light/ca_light_fluxfraction2.swf"
"Light & Spectra", "Inverse Square Flux", "questions/light/ca_light_inversesquareshells.swf"
"Light & Spectra", "Spectrum Analogies", "questions/light/ca_light_spectrumanalogies.swf"
"Light & Spectra", "Spectra Perspective 1", "questions/light/ca_light_atomicspectra.swf"
"Light & Spectra", "Spectra Perspective 2", "questions/light/ca_light_starspecanalogy.swf"
"Light & Spectra", "Spectroscopic Arithmetic", "questions/light/ca_light_spectroscopicarithmetic.swf"
"Light & Spectra", "Types of Spectra Venn Diagram", "questions/light/ca_light_typesvenn.swf"
"Light & Spectra", "Properties Table", "questions/light/ca_light_propertiestable.swf"
"Light & Spectra", "Observing in Different EM Bands", "questions/light/ca_light_embands.swf"
"Light & Spectra", "Graph: EM Spectrum", "questions/light/ca_light_paramrelationships.swf"
"Light & Spectra", "Graph: Siren Frequency", "questions/light/ca_light_sirenplot.swf"
"Light & Spectra", "Table: Blackbody Descriptions", "questions/light/ca_light_bbdescriptions.swf"
"Light & Spectra", "Moving Hydrogen Clouds", "questions/light/ca_light_hydrogenclouds.swf"
"Light & Spectra", "Atmospheric Windows", "questions/light/ca_light_atmosphericwindows.swf"
"Light & Spectra", "Experimental Chamber", "questions/light/ca_light_expchamber.swf"
"Light & Spectra", "Sirius Images", "questions/light/ca_light_siriusimages.swf"
"Light & Spectra", "Heating a Horseshoe", "questions/light/ca_light_horseshoe.swf"
"Light & Spectra", "Pulsating Star", "questions/light/ca_light_pulsestar.swf"
"Light & Spectra", "Wave Parameters", "questions/light/ca_light_waveparams.swf"
"Light & Spectra", "Discharge Tube Spectrum", "questions/light/ca_light_dischargetubespectrum.swf"
"Light & Spectra", "Deductions from H-alpha Wavelength", "questions/light/ca_light_halphadeductions.swf"
"Light & Spectra", "Absorption Lines and Color", "questions/light/ca_light_absorptionlinesandcolor.swf"
"Telescopes and Astronomical Instruments", "Refraction", "questions/telescopes/ca_telescopes_refraction.swf"
"Telescopes and Astronomical Instruments", "Reflection", "questions/telescopes/ca_telescopes_reflection.swf"
"Telescopes and Astronomical Instruments", "Lenses", "questions/telescopes/ca_telescopes_lenses.swf"
"Telescopes and Astronomical Instruments", "Simple Refracting Telescope", "questions/telescopes/ca_telescopes_simplerefracting.swf"
"Telescopes and Astronomical Instruments", "Beam and Lenses", "questions/telescopes/ca_telescopes_beamandlenses.swf"
"Telescopes and Astronomical Instruments", "Light Gathering Power", "questions/telescopes/ca_telescopes_lightgatheringpower.swf"
"Telescopes and Astronomical Instruments", "Magnification and Field of View", "questions/telescopes/ca_telescopes_magandfov.swf"
"Telescopes and Astronomical Instruments", "Hubble Space Telescope", "questions/telescopes/ca_telescopes_hubbletelescope.swf"
"Telescopes and Astronomical Instruments", "Spherical Aberration", "questions/telescopes/ca_telescopes_sphericalaberration.swf"
"Telescopes and Astronomical Instruments", "James Webb Telescope", "questions/telescopes/ca_telescopes_jameswebb.swf"
"Telescopes and Astronomical Instruments", "CCD Response Function", "questions/telescopes/ca_telescopes_ccdresponsefunction.swf"
"Telescopes and Astronomical Instruments", "Spearfishing", "questions/telescopes/ca_telescopes_fish.swf"
"Telescopes and Astronomical Instruments", "Telescope Shopping", "questions/telescopes/ca_telescopes_teleshop.swf"
"Telescopes and Astronomical Instruments", "Mirror, Mirror", "questions/telescopes/ca_telescopes_mirror.swf"
"Telescopes and Astronomical Instruments", "HST View", "questions/telescopes/ca_hst_view.swf"
"Sun and Solar Energy", "Thermal Transport", "questions/sunsolarenergy/ca_sunsolarenergy_thermaltransport.swf"
"Sun and Solar Energy", "H, He Abundance Over Time", "questions/sunsolarenergy/ca_sunsolarenergy_compevolve.swf"
"Sun and Solar Energy", "Outcome of Fusion", "questions/sunsolarenergy/ca_sunsolarenergy_outcomefusion.swf"
"Sun and Solar Energy", "Cause of Sunspots", "questions/sunsolarenergy/ca_sunsolarenergy_sunspotcause.swf"
"Sun and Solar Energy", "Rotation of Sunspots", "questions/sunsolarenergy/ca_sunsolarenergy_sunspotrotation.swf"
"Sun and Solar Energy", "Sun's Blackbody Curves", "questions/sunsolarenergy/ca_sunsolarenergy_sunbbcurves.swf"
"Sun and Solar Energy", "Sunspot Rotation", "questions/sunsolarenergy/ca_sunsolarenergy_spotrotation.swf"
"Sun and Solar Energy", "Sun Changes Over Time", "questions/sunsolarenergy/ca_sunsolarenergy_sunchangesovertime.swf"
"Sun and Solar Energy", "Nature of Photosphere", "questions/sunsolarenergy/ca_sunsolarenergy_photospherenature.swf"
"Sun and Solar Energy", "Energy Transport Mechanisms", "questions/sunsolarenergy/ca_sunsolarenergy_energytransport.swf"
"Sun and Solar Energy", "Nuclear Reaction Photon", "questions/sunsolarenergy/ca_sunsolarenergy_nuclearreactionphoton.swf"
"Sun and Solar Energy", "Granulation", "questions/sunsolarenergy/ca_sunsolarenergy_granulation.swf"
"Sun and Solar Energy", "Spectra", "questions/sunsolarenergy/ca_sunsolarenergy_spectra.swf"
"Sun and Solar Energy", "Pressure vs. Depth", "questions/sunsolarenergy/ca_sunsolarenergy_pressurevsdepth.swf"
"Sun and Solar Energy", "Tire Check", "questions/sunsolarenergy/ca_sunsolarenergy_tirecheck.swf"
"Sun and Solar Energy", "Binding Energy", "questions/sunsolarenergy/ca_sunsolarenergy_bindenergy.swf"
"Sun and Solar Energy", "Corona Ionization", "questions/sunsolarenergy/ca_sunsolarenergy_coronaion.swf"
"Sun and Solar Energy", "Solar Wind Particles", "questions/sunsolarenergy/ca_sunsolarenergy_solarwind.swf"
"Sun and Solar Energy", "Solar Properties Plots", "questions/sunsolarenergy/ca_sunsolarenergy_sunproperties.swf"
"Sun and Solar Energy", "Deflection of Charged Particles #1", "questions/sunsolarenergy/ca_sunsolarenergy_particledeflection1.swf"
"Sun and Solar Energy", "Deflection of Charged Particles #2", "questions/sunsolarenergy/ca_sunsolarenergy_particledeflection2.swf"
"ISM and Star Formation", "Molecular Clouds", "questions/ismstarform/ca_ismstarform_molecularclouds.swf"
"ISM and Star Formation", "Gravity vs. Thermal Pressure", "questions/ismstarform/ca_ismstarform_gravityvsthermalpressure.swf"
"ISM and Star Formation", "Preferential Scattering (Pleiades)", "questions/ismstarform/ca_ismstarform_pleiadesscattering.swf"
"ISM and Star Formation", "Star Formation in a Molecular Cloud", "questions/ismstarform/ca_ismstarform_starformmolcloud.swf"
"ISM and Star Formation", "Preferential Scattering (Lines)", "questions/ismstarform/ca_ismstarform_linescattering.swf"
"ISM and Star Formation", "Wavelengths", "questions/ismstarform/ca_ismstarform_wavelengths.swf"
"ISM and Star Formation", "Star Formation Masses", "questions/ismstarform/ca_ismstarform_formationmasses.swf"
"ISM and Star Formation", "Wise Adage", "questions/ismstarform/ca_ismstarform_wiseadage.swf"
"ISM and Star Formation", "Emission Nebula Energy Source", "questions/ismstarform/ca_ismstarform_emissionnebula.swf"
"ISM and Star Formation", "EGGs Analogy", "questions/ismstarform/ca_ismstarform_eggsanalogy.swf"
"Stellar Properties", "Apparent Magnitudes from Image", "questions/stellarprops/ca_stellarprops_magsfromimage.swf"
"Stellar Properties", "Apparent Magnitude and Brightness", "questions/stellarprops/ca_stellarprops_appmagbright.swf"
"Stellar Properties", "Brightness and Energy of Stars", "questions/stellarprops/ca_stellarprops_brightenergy.swf"
"Stellar Properties", "Estimating Absolute Magnitude", "questions/stellarprops/ca_stellarprops_absolutemag.swf"
"Stellar Properties", "Estimating Apparent Magnitude", "questions/stellarprops/ca_stellarprops_apparantmagnitude.swf"
"Stellar Properties", "Magnitude and Distance", "questions/stellarprops/ca_stellarprops_magdist.swf"
"Stellar Properties", "Distance Modulus", "questions/stellarprops/ca_stellarprops_disttostar.swf"
"Stellar Properties", "Speed Trap", "questions/stellarprops/ca_stellarprops_dopplervsrad.swf"
"Stellar Properties", "Motion Units", "questions/stellarprops/ca_stellarprops_units.swf"
"Stellar Properties", "Proper Motion from Image", "questions/stellarprops/ca_stellarprops_propermotion.swf"
"Stellar Properties", "Table: Stellar Velocities", "questions/stellarprops/ca_stellarprops_velocityranking.swf"
"Stellar Properties", "Tangential Velocity", "questions/stellarprops/ca_stellarprops_tanvelocity.swf"
"Stellar Properties", "Ranking Stellar Motions", "questions/stellarprops/ca_stellarprops_motionranking.swf"
"Stellar Properties", "Proper Motion of Barnard's Star", "questions/stellarprops/ca_stellarprops_barnards.swf"
"Stellar Properties", "Types of Motion", "questions/stellarprops/ca_stellarprops_motiontypes.swf"
"Stellar Properties", "Thirty Closest Stars", "questions/stellarprops/ca_stellarprops_thirtycloseststars.swf"
"Stellar Properties", "Collision Course", "questions/stellarprops/ca_stellarprops_radtanvelocity.swf"
"Stellar Properties", "Eta Carinae Magnitude Change", "questions/stellarprops/ca_stellarprops_etacarmag.swf"
"Stellar Properties", "Components of Space Velocity", "questions/stellarprops/ca_stellarprops_spacevelocity.swf"
"Stellar Properties", "Algol in the Past", "questions/stellarprops/ca_stellarprops_algolinthepast.swf"
"Stellar Properties", "Magnitude of Sirius B", "questions/stellarprops/ca_stellarprops_siriusbmag.swf"
"Stellar Properties 2", "Temperature and Color", "questions/stellarprops2/ca_stellarprops2_tempcolorwarmup.swf"
"Stellar Properties 2", "L-R-T Relation With HR Diagram", "questions/stellarprops2/ca_stellarprops2_lrtrelationwithhr.swf"
"Stellar Properties 2", "L-R-T Relation", "questions/stellarprops2/ca_stellarprops2_lrtrelation.swf"
"Stellar Properties 2", "Stellar Luminosity Comparisons", "questions/stellarprops2/ca_stellarprops2_lumcomp.swf"
"Stellar Properties 2", "Luminosity Table", "questions/stellarprops2/ca_stellarprops2_lumtable.swf"
"Stellar Properties 2", "Luminosity Formula", "questions/stellarprops2/ca_stellarprops2_luminosity.swf"
"Stellar Properties 2", "HR Diagram #1", "questions/stellarprops2/ca_stellarprops2_hrdiaga.swf"
"Stellar Properties 2", "Stellar Parameters", "questions/stellarprops2/ca_stellarprops2_stellarparams.swf"
"Stellar Properties 2", "Conceptual HR Diagram", "questions/stellarprops2/ca_stellarprops2_conceptualhr.swf"
"Stellar Properties 2", "HR Groups", "questions/stellarprops2/ca_stellarprops2_hrgroups.swf"
"Stellar Properties 2", "Perspectives", "questions/stellarprops2/ca_stellarprops2_perspectives.swf"
